Name,avg,min,max
Mollie Cassin,121,0,158
Ona Jones,105,0,155
Golda Ankunding,106,0,151
Kamron Rohan,113,0,158
Lenny Considine,132,0,171
Hunter Hodkiewicz,114,0,160
Norwood Feil,117,0,171
Hildegard Schimmel,104,0,148
Cristal Skiles,119,0,161
Yvonne Harber,98,0,151
Dayna Durgan,122,0,165
Kale Parisian,114,0,160
Deon Farrell,120,0,158
Unique Hackett,117,0,155
Alvah King,130,0,176
Jesus McGlynn,115,0,161
Princess Davis,108,0,149
Thad Labadie,122,0,169
Colleen Hand,124,0,160
Ara Wuckert,120,0,162
Melvin Hermann,116,0,160
Fatima Shanahan,123,0,179
Abel Jaskolski,115,0,157
Addison Conn,112,0,146
Gavin Lowe,119,0,174
Chyna Trantow,111,0,142
Tabitha Blanda,108,0,152
Luther Wisoky,121,0,155
Nelle Lebsack,120,0,178
Liana Stoltenberg,132,0,166
Bernadette Sipes,129,0,171
Marvin Lynch,125,0,176
Audrey Hettinger,118,0,166
Ronny Herman,97,0,131
Ethan Spencer,112,0,162
Franco Kub,110,0,154
Amely Feil,119,0,169
Mariana Borer,132,0,165
Modesto Nolan,122,0,164
Isabelle Harvey,115,0,164
Amir VonRueden,123,0,157
Jean Pollich,113,0,170
Robbie Hettinger,112,0,152
Eliane Kub,123,0,164
Damien Bednar,127,0,174
Clementine Tromp,122,0,163
Laverna Jerde,107,0,157
Beth Balistreri,114,0,172
Angel Armstrong,109,0,147
Rashawn Gaylord,121,0,167
Jaycee Adams,107,0,161
Nels Glover,126,0,165
Emmitt Kessler,125,0,169
Kale Okuneva,118,0,163
Maria Stiedemann,116,0,178
Pasquale Frami,108,0,161
Shany Kohler,119,0,170
Timmy Prohaska,117,0,171
Karelle Dooley,122,0,159
May Friesen,119,0,158
Brody Howe,113,0,162
Meredith Schaden,110,0,159
Chaya Altenwerth,118,0,164
Ryleigh Champlin,117,0,165
Taya Wolf,107,0,163
Ivory Cartwright,106,0,138
Westley Mosciski,117,0,158
Natasha Purdy,114,0,149
Glennie Yundt,116,0,168
Kayley Murazik,127,0,164
